label,run,pair_id,eval_strength,cover_psnr,token_mse,jpeg_token_mse,rbn_token_mse,thumb_mse,reverse_l2,reverse_psnr
V7.4 full pre-repair,colab_style_stego_benchmark_v7_4_sota_killer_scratch,000000255912__trial,1.36,39.36843490600586,0.010815177112817764,0.01073823869228363,0.010653890669345856,0.00018637102039065212,0.005788836628198624,22.374088287353516
V7.4 full pre-repair,colab_style_stego_benchmark_v7_4_sota_killer_scratch,000000255912__woman_with_hat_matisse,1.36,39.16184997558594,0.010885852389037609,0.010819803923368454,0.010756481438875198,0.0001709490898065269,0.005509092938154936,22.58919906616211
V7.4 full pre-repair,colab_style_stego_benchmark_v7_4_sota_killer_scratch,000000364557__antimonocromatismo,1.36,38.80522537231445,0.017308387905359268,0.017168061807751656,0.017051491886377335,0.0002490663609933108,0.010153494775295258,19.93384552001953
V7.4 full pre-repair,colab_style_stego_benchmark_v7_4_sota_killer_scratch,000000364557__impronte_d_artista,1.36,38.848052978515625,0.01724175363779068,0.01715182699263096,0.017087021842598915,0.0002699929173104465,0.010076853446662426,19.966751098632812
V7.4 full pre-repair,colab_style_stego_benchmark_v7_4_sota_killer_scratch,000000364557__picasso_self_portrait,1.36,38.76520538330078,0.017548425123095512,0.017427736893296242,0.017336316406726837,0.00029669777723029256,0.008766373619437218,20.571802139282227
V7.4 full pre-repair,colab_style_stego_benchmark_v7_4_sota_killer_scratch,000000364557__trial,1.36,38.87394332885742,0.017188413068652153,0.017102643847465515,0.017040763050317764,0.0002625021734274924,0.009942442178726196,20.025070190429688
V7.4 full pre-repair,colab_style_stego_benchmark_v7_4_sota_killer_scratch,000000364557__woman_with_hat_matisse,1.36,38.73823547363281,0.017202090471982956,0.01711241528391838,0.017052222043275833,0.00025864492636173964,0.009945838712155819,20.02358627319336
V7.4 full pre-repair,colab_style_stego_benchmark_v7_4_sota_killer_scratch,000000121506__antimonocromatismo,1.36,39.450138092041016,0.011305779218673706,0.011136348359286785,0.01097443513572216,0.00028632531757466495,0.005478774197399616,22.6131649017334
V7.4 full pre-repair,colab_style_stego_benchmark_v7_4_sota_killer_scratch,000000121506__impronte_d_artista,1.36,38.90433883666992,0.011142202652990818,0.01105586439371109,0.010972942225635052,0.0003281379758846015,0.005812729708850384,22.356201171875
V7.4 full pre-repair,colab_style_stego_benchmark_v7_4_sota_killer_scratch,000000121506__picasso_self_portrait,1.36,39.116634368896484,0.011493807658553123,0.011340906843543053,0.011187520809471607,0.0003889441431965679,0.004127368330955505,23.8432674407959
V7.4 full pre-repair,colab_style_stego_benchmark_v7_4_sota_killer_scratch,000000121506__trial,1.36,39.19597244262695,0.011101312935352325,0.01101540308445692,0.010946452617645264,0.0003047494392376393,0.005600938573479652,22.517393112182617
V7.4 full pre-repair,colab_style_stego_benchmark_v7_4_sota_killer_scratch,000000121506__woman_with_hat_matisse,1.36,39.051063537597656,0.011137205176055431,0.011059274896979332,0.010980046354234219,0.0002806753618642688,0.005538304802030325,22.566232681274414
